Date,SP500,VIX,VXc1,VXc2,VXc4,beta_t,backwardation_t,entry_backwardation_t,intensity_t,r_pre_20,rv_pre_20,r_fwd_20,mdd_fwd_20,rv_fwd_20,p90_rv_trailing_t,dd_stress_fwd_20,rv_stress_fwd_20,stress_fwd_20
2007-09-10,1451.699951171875,27.3799991607666,26.72,24.67,22.1,-0.1687363090434311,1.0,,,,,0.06949094735546257,-0.007730435722580586,0.1313178829813584,,0.0,,0.0
2007-09-11,1471.489990234375,25.270000457763672,25.01,23.62,21.63,-0.13375543881169852,1.0,0.0,,,,0.06364979361141931,-0.007730435722580586,0.12727257827461172,,0.0,,0.0
2007-09-12,1471.56005859375,24.959999084472656,24.94,23.88,21.77,-0.12700320978665516,1.0,0.0,,,,0.061777914926727684,-0.007730435722580586,0.1279464071224548,,0.0,,0.0
2007-09-13,1483.949951171875,24.760000228881836,24.85,23.76,21.47,-0.13651049954584932,1.0,0.0,,,,0.04748144164307577,-0.007730435722580586,0.12934330128137925,,0.0,,0.0
2007-09-14,1484.25,24.920000076293945,24.8,23.78,21.49,-0.13282503972175988,1.0,0.0,,,,0.05224864330680479,-0.007730435722580586,0.12936082343452837,,0.0,,0.0
2007-09-17,1476.6500244140625,26.479999542236328,25.37,24.34,21.69,-0.13897281207011725,1.0,0.0,,,,0.04879960405786132,-0.010503825972029146,0.13228251171853037,,0.0,,0.0
2007-09-18,1519.780029296875,20.350000381469727,20.18,21.39,20.48,0.014742014465669213,0.0,0.0,,,,0.012337311741538404,-0.017007951124144216,0.09454504192687006,,0.0,,0.0
2007-09-19,1529.030029296875,20.030000686645508,20.57,20.23,20.1,-0.02346480199141278,1.0,1.0,0.02346480199141278,,,0.007985429130593857,-0.017007951124144216,0.09256738861281218,,0.0,,0.0
2007-09-20,1518.75,20.450000762939453,20.82,20.75,20.16,-0.03227383742674896,1.0,0.0,,,,0.014044415509259167,-0.017007951124144216,0.08899315133706169,,0.0,,0.0
2007-09-21,1525.75,19.0,19.87,19.98,19.63,-0.012631578947368527,1.0,0.0,,,,-0.01646403088132886,-0.04122289782118749,0.12683327916365536,,0.0,,0.0
2007-09-24,1517.72998046875,19.3700008392334,19.71,19.91,19.55,-0.008260195821774287,1.0,0.0,,,,-0.007511233592777611,-0.04122289782118749,0.12671074908492497,,0.0,,0.0
2007-09-25,1517.2099609375,18.600000381469727,19.88,20.11,19.49,-0.020967741505453868,1.0,0.0,,,,0.001568672065230814,-0.04122289782118749,0.13059958236995736,,0.0,,0.0
2007-09-26,1525.4200439453125,17.6299991607666,19.03,19.56,19.24,0.011911515031000484,0.0,0.0,,,,-0.00625404071512381,-0.04122289782118749,0.12938825331766307,,0.0,,0.0
2007-09-27,1531.3800048828125,17.0,18.72,19.39,19.16,0.025882352941176547,0.0,0.0,,,,-0.011088025450645356,-0.04122289782118749,0.1284843206450218,,0.0,,0.0
2007-09-28,1526.75,18.0,18.92,19.79,19.48,0.03111111111111104,0.0,0.0,,,,0.005587050464630705,-0.04122289782118749,0.13716448490009564,,0.0,,0.0
2007-10-01,1547.0400390625,17.84000015258789,18.43,19.34,19.26,0.04652466327919852,0.0,0.0,,,,-0.0039171957032362315,-0.04122289782118749,0.12961804327665732,,0.0,,0.0
2007-10-02,1546.6300048828125,18.489999771118164,18.92,19.69,19.62,0.03785830225338437,0.0,0.0,,,,-0.010092902182345376,-0.04122289782118749,0.1314329496366067,,0.0,,0.0
2007-10-03,1539.5899658203125,18.799999237060547,19.1,19.99,19.79,0.03670212914901596,0.0,0.0,,,,0.006358861307129704,-0.04122289782118749,0.13726749960593956,,0.0,,0.0
2007-10-04,1542.8399658203125,18.440000534057617,19.26,20.15,19.86,0.032537960012085275,0.0,0.0,,,,-0.022296560353732064,-0.04122289782118749,0.16591231929122005,,0.0,,0.0
2007-10-05,1557.5899658203125,16.90999984741211,17.93,19.27,19.09,0.06859846306725575,0.0,0.0,,,,-0.030778280842995942,-0.04122289782118749,0.16155156166174872,,0.0,,0.0
2007-10-08,1552.5799560546875,17.459999084472656,18.2,19.51,19.28,0.0618556733465385,0.0,0.0,,0.06949094735546257,0.1347293051805252,-0.03246848055250773,-0.04122289782118749,0.16188985306216216,,0.0,,0.0
2007-10-09,1565.1500244140625,16.1200008392334,17.06,18.64,18.76,0.10545905158159086,0.0,0.0,,0.06364979361141931,0.1305789101238149,-0.02867457060521339,-0.04122289782118749,0.16537735097276401,,0.0,,0.0
2007-10-10,1562.469970703125,16.670000076293945,17.31,18.62,18.92,0.09658068342120465,0.0,0.0,,0.061777914926727684,0.1312702439347124,-0.055585052650230615,-0.055585052650230615,0.1923070901782777,,1.0,,1.0
2007-10-11,1554.4100341796875,18.8799991607666,18.53,19.8,19.6,0.05667373133275892,0.0,0.0,,0.04748144164307577,0.13270342710192307,-0.051234881979172364,-0.055724181441905274,0.19226812232569343,,1.0,,1.0
2007-10-12,1561.800048828125,17.729999542236328,17.95,19.45,19.55,0.09024252912068545,0.0,0.0,,0.05224864330680479,0.13272140445173597,-0.06921506868780125,-0.06921506868780125,0.19440723986170771,,1.0,,1.0
2007-10-15,1548.7099609375,19.25,19.17,20.41,20.43,0.06545454545454535,0.0,0.0,,0.04879960405786132,0.13571899338266286,-0.07072331810938914,-0.07112519254449134,0.19499502705815083,,1.0,,1.0
2007-10-16,1538.530029296875,20.020000457763672,20.03,21.33,21.08,0.05244755124832235,0.0,0.0,,0.012337311741538404,0.09700116631395188,-0.0373603240588154,-0.07112519254449134,0.2243068181575747,,1.0,,1.0
2007-10-17,1541.239990234375,18.540000915527344,21.07,20.95,21.12,0.0026968714957357667,0.0,0.0,,0.007985429130593857,0.09497213682579905,-0.045846224226859245,-0.07112519254449134,0.22457630889587624,,1.0,,1.0
2007-10-18,1540.0799560546875,18.5,21.09,20.92,21.01,-0.0043243243243242325,1.0,1.0,0.0043243243243242325,0.014044415509259167,0.09130504675566323,-0.05774371083202845,-0.07112519254449134,0.2276295229029988,,1.0,,1.0
2007-10-19,1500.6300048828125,22.959999084472656,22.54,22.3,21.85,-0.0300522660066929,1.0,0.0,,-0.01646403088132886,0.1301281987458834,-0.027914952061556808,-0.07112519254449134,0.2130666331978816,,1.0,,1.0
2007-10-22,1506.3299560546875,21.63999938964844,22.27,21.74,21.83,-0.020332717763868174,1.0,0.0,,-0.007511233592777611,0.13000248553762675,-0.04850194755124759,-0.07493964359011107,0.2192565127265748,,1.0,,1.0
2007-10-23,1519.5899658203125,20.40999984741211,21.56,21.23,21.4,-0.007839294522105907,1.0,0.0,,0.001568672065230814,0.13399234430293813,-0.05257340232916774,-0.07493964359011107,0.2169742068621762,,1.0,,1.0
2007-10-24,1515.8800048828125,20.799999237060547,22.01,21.57,21.63,-0.01826923143934231,1.0,0.0,,-0.00625404071512381,0.1327495469180324,-0.06538115486207263,-0.08558906461529592,0.2218276088902926,,1.0,,1.0
2007-10-25,1514.4000244140625,21.170000076293945,21.71,21.68,21.62,-0.004251298992709093,1.0,0.0,,-0.011088025450645356,0.13182213156415995,-0.04866618598391981,-0.08558906461529592,0.23247057919431774,,1.0,,1.0
2007-10-26,1535.280029296875,19.559999465942383,20.73,21.04,21.25,0.02658486780152611,0.0,0.0,,0.005587050464630705,0.14072779218240913,-0.08341153154476888,-0.0917528519354035,0.23544635258783797,,1.0,,1.0
2007-10-29,1540.97998046875,19.8700008392334,20.27,20.91,21.22,0.047810767985687265,0.0,0.0,,-0.0039171957032362315,0.132985306441487,-0.07316772536246874,-0.0917528519354035,0.24325110296950994,,1.0,,1.0
2007-10-30,1531.02001953125,21.06999969482422,20.96,21.64,21.77,0.03844328484726902,0.0,0.0,,-0.010092902182345376,0.13484736107785675,-0.04049587804801036,-0.0917528519354035,0.26682068763790795,,1.0,,1.0
2007-10-31,1549.3800048828125,18.530000686645508,19.06,20.3,20.89,0.09875876590327787,0.0,0.0,,0.006358861307129704,0.14083348304055138,-0.05141413593091548,-0.0917528519354035,0.2621584307616786,,1.0,,1.0
2007-11-01,1508.43994140625,23.209999084472656,22.33,22.46,22.37,0.001723395156304097,0.0,0.0,,-0.022296560353732064,0.1702224479370318,-0.0180981197914728,-0.07436182216037002,0.24898072219281378,,1.0,,1.0
2007-11-02,1509.6500244140625,23.010000228881836,22.98,23.07,23.19,0.00912646666280393,0.0,0.0,,-0.030778280842995942,0.16574840501050406,-0.02466133200852294,-0.07436182216037002,0.2494793288589834,,1.0,,1.0
2007-11-05,1502.1700439453125,24.309999465942383,23.94,23.91,23.8,-0.005758947061933777,1.0,1.0,0.005758947061933777,-0.03246848055250773,0.16609548466402482,-0.026215410859468657,-0.07436182216037002,0.24983955792838847,,1.0,,1.0
2007-11-06,1520.27001953125,21.38999938964844,22.45,22.92,23.18,0.034128098215527744,0.0,0.0,,-0.02867457060521339,0.16967358202324453,-0.02319325469333189,-0.07436182216037002,0.2521383171638559,,1.0,,1.0
2007-11-07,1475.6199951171875,26.489999771118164,25.22,25.23,25.15,-0.0026425066290986054,1.0,1.0,0.0026425066290986054,-0.055585052650230615,0.19730291147540044,0.02149602933552419,-0.04984981985140724,0.2350442168012249,,0.0,,0.0
2007-11-08,1474.77001953125,26.15999984741211,25.24,25.05,24.97,-0.010321100977632822,1.0,0.0,,-0.051234881979172364,0.19726293130222172,0.02026757681034086,-0.04984981985140724,0.2351868085578331,,0.0,,0.0
2007-11-09,1453.699951171875,28.5,26.96,26.36,26.04,-0.03228070175438603,1.0,0.0,,-0.06921506868780125,0.19945761958673808,0.04282865230574928,-0.04984981985140724,0.22924810300509837,,0.0,,0.0
2007-11-12,1439.1800537109375,31.09000015258789,27.64,26.64,26.21,-0.045995496718611896,1.0,0.0,,-0.07072331810938914,0.20006067652592158,0.02673047795786898,-0.04984981985140724,0.24537611358395786,,0.0,,0.0
2007-11-13,1481.050048828125,24.100000381469727,24.65,24.82,24.6,-0.0020746887638409214,1.0,0.0,,-0.0373603240588154,0.23013393965477275,0.0037405332767592725,-0.04984981985140724,0.22524443838014663,,0.0,,0.0
2007-11-14,1470.5799560546875,25.940000534057617,25.3,25.15,24.81,-0.018889745177786802,1.0,0.0,,-0.045846224226859245,0.23041043131835756,0.012124521384634601,-0.04308503260274699,0.22368956715750285,,0.0,,0.0
2007-11-15,1451.1500244140625,28.059999465942383,27.42,26.7,26.1,-0.04704205363945714,1.0,0.0,,-0.05774371083202845,0.2335429627939484,0.011576974451415367,-0.03531816490680584,0.2241207663009031,,0.0,,0.0
2007-11-16,1458.739990234375,25.489999771118164,26.04,26.45,25.98,-0.0023538642816302666,1.0,0.0,,-0.027914952061556808,0.21860175321269448,-0.00880209352336292,-0.04621489902682585,0.22979916124906213,,0.0,,0.0
2007-11-19,1433.27001953125,26.010000228881836,25.61,26.92,26.46,0.0326797382745176,0.0,0.0,,-0.04850194755124759,0.22495243561114872,0.015147153461425367,-0.04621489902682585,0.22203355568253755,,0.0,,0.0
2007-11-20,1439.699951171875,24.8799991607666,25.08,26.18,26.28,0.04823151288092843,0.0,0.0,,-0.05257340232916774,0.22261083920143873,0.00923806993068177,-0.04621489902682585,0.22171811695486277,,0.0,,0.0
2007-11-21,1416.77001953125,26.84000015258789,26.81,26.74,26.25,-0.020864381401503235,1.0,1.0,0.020864381401503235,-0.06538115486207263,0.22759032461625237,0.030597750508780663,-0.04621489902682585,0.21375958538743747,,0.0,,0.0
2007-11-23,1440.699951171875,25.61000061035156,25.86,25.98,25.91,0.001952362311923988,0.0,0.0,,-0.04866618598391981,0.23850978175006732,0.030374131497700407,-0.04621489902682585,0.21356584634910575,,0.0,,0.0
2007-11-26,1407.219970703125,28.90999984741211,27.32,26.97,26.38,-0.03251470096718612,1.0,1.0,0.03251470096718612,-0.08341153154476888,0.24156286083253004,0.06340869396855253,-0.04621489902682585,0.19401694126742586,,0.0,,0.0
2007-11-27,1428.22998046875,26.280000686645508,26.65,26.53,26.07,-0.022070014644053344,1.0,0.0,,-0.07316772536246874,0.24957036576755384,0.04861265668723069,-0.04621489902682585,0.18932833759987383,,0.0,,0.0
2007-11-28,1469.02001953125,24.11000061035156,24.56,24.66,24.53,-0.001244296940710867,1.0,0.0,,-0.04049587804801036,0.27375224940496834,0.0049352628988088565,-0.04621489902682585,0.17281641534421782,,0.0,,0.0
2007-11-29,1469.719970703125,23.969999313354492,24.86,24.77,24.61,-0.010429704095181873,1.0,0.0,,-0.05141413593091548,0.26896887477809694,0.005967136397455608,-0.04621489902682585,0.17287010852743553,,0.0,,0.0
2007-11-30,1481.1400146484375,22.8700008392334,24.19,24.37,24.36,0.0074333184854267174,0.0,0.0,,-0.0180981197914728,0.2554488310563546,-0.008628508561297932,-0.04621489902682585,0.1723361992278559,,0.0,,0.0
2007-12-03,1472.4200439453125,23.61000061035156,24.29,24.56,24.29,0.0,0.0,0.0,,-0.02466133200852294,0.25596039070205,-0.017155437315252375,-0.04621489902682585,0.17828078097371206,,0.0,,0.0
2007-12-04,1462.7900390625,23.790000915527344,24.48,24.83,24.67,0.007986548662803598,0.0,0.0,,-0.026215410859468657,0.2563299779290513,-0.010685063792770788,-0.04621489902682585,0.17708040248201037,,0.0,,0.0
2007-12-05,1485.010009765625,22.530000686645508,23.06,23.95,24.01,0.042165999602614676,0.0,0.0,,-0.02319325469333189,0.25868845514129674,-0.049413811624336335,-0.06882104985818216,0.18637133688816954,,1.0,,1.0
2007-12-06,1507.3399658203125,20.959999084472656,21.67,22.94,23.06,0.06631679678983005,0.0,0.0,,0.02149602933552419,0.24115027822086635,-0.060477340332288354,-0.06882104985818216,0.17670369385742188,,1.0,,1.0
2007-12-07,1504.6600341796875,20.850000381469727,21.97,23.27,23.21,0.059472420974248145,0.0,0.0,,0.02026757681034086,0.24129657427633214,-0.07607704742144261,-0.08296394546823738,0.18443041971116012,,1.0,,1.0
2007-12-10,1515.9599609375,20.739999771118164,21.28,22.92,23.03,0.08437801443165838,0.0,0.0,,0.04282865230574928,0.23520359093981844,-0.07047016993022803,-0.08296394546823738,0.19025424222261386,,1.0,,1.0
2007-12-11,1477.6500244140625,23.59000015258789,22.92,23.91,23.79,0.03688003367412255,0.0,0.0,,0.02673047795786898,0.2517505806559286,-0.038791369683159105,-0.07175867040633288,0.17637931943154367,,1.0,,1.0
2007-12-12,1486.5899658203125,22.469999313354492,22.19,23.76,23.47,0.05696484375232094,0.0,0.0,,0.0037405332767592725,0.23109591770560872,-0.05756122956328735,-0.07175867040633288,0.17828103220732971,,1.0,,1.0
2007-12-13,1488.4100341796875,22.559999465942383,22.04,23.95,23.91,0.08289007288422322,0.0,0.0,,0.012124521384634601,0.22950065349089607,-0.04848128709334942,-0.07175867040633288,0.18411003260869904,,1.0,,1.0
2007-12-14,1467.949951171875,23.270000457763672,22.64,24.66,24.36,0.07391491044969652,0.0,0.0,,0.011576974451415367,0.22994305447746238,-0.05926632575623392,-0.07792828835933918,0.19675952501543162,,1.0,,1.0
2007-12-17,1445.9000244140625,24.520000457763672,23.75,25.45,25.09,0.05464926488513669,0.0,0.0,,-0.00880209352336292,0.23576896476886328,-0.050280152164495995,-0.08310302750115317,0.1920991740778247,,1.0,,1.0
2007-12-18,1454.97998046875,22.63999938964844,22.55,24.57,24.33,0.07862191024677576,0.0,0.0,,0.015147153461425367,0.22780162156677708,-0.08366436796575871,-0.10977794053891521,0.2103774780450583,,1.0,,1.0
2007-12-19,1453.0,21.68000030517578,24.42,24.38,24.22,-0.009225092121066796,1.0,1.0,0.009225092121066796,0.00923806993068177,0.22747798826077345,-0.08796287583878182,-0.1151597083699335,0.21015956004589617,,1.0,,1.0
2007-12-20,1460.1199951171875,20.579999923706055,24.17,24.1,23.92,-0.01214771627438276,1.0,0.0,,0.030597750508780663,0.2193127071582088,-0.1024710267769322,-0.12496830382617541,0.20834896656950908,,1.0,,1.0
2007-12-21,1484.4599609375,18.469999313354492,23.1,23.29,23.25,0.008121278049617632,0.0,0.0,,0.030374131497700407,0.21911393509892663,-0.09825794510445784,-0.12496830382617541,0.2150832387734957,,1.0,,1.0
2007-12-24,1496.449951171875,18.600000381469727,22.18,22.95,22.97,0.04247311740848337,0.0,0.0,,0.06340869396855253,0.19905718167815564,-0.09648167970452204,-0.12496830382617541,0.21670841532886576,,1.0,,1.0
2007-12-26,1497.6600341796875,18.65999984741211,22.02,22.79,22.92,0.048231511648421585,0.0,0.0,,0.04861265668723069,0.19424677581374017,-0.11154070016939677,-0.12496830382617541,0.21875324066247706,,1.0,,1.0
2007-12-27,1476.27001953125,20.260000228881836,22.72,23.52,23.45,0.036031588931541174,0.0,0.0,,0.0049352628988088565,0.17730590102812402,-0.08285073663731668,-0.1136226767472025,0.23056075088513286,,1.0,,1.0
2007-12-28,1478.489990234375,20.739999771118164,22.81,23.72,23.46,0.03134040536033036,0.0,0.0,,0.005967136397455608,0.17736098907175993,-0.07858689756014592,-0.1136226767472025,0.23258727863240497,,1.0,,1.0
2007-12-31,1468.3599853515625,22.5,23.12,24.19,23.95,0.03688888888888881,0.0,0.0,,-0.008628508561297932,0.1768132096884143,-0.07665009117697064,-0.10750768675691391,0.2323840932638344,,1.0,,1.0
2008-01-02,1447.1600341796875,23.170000076293945,23.86,24.49,24.32,0.019853258458580814,0.0,0.0,,-0.017155437315252375,0.18291222187186332,-0.047410088539691864,-0.09443325613753029,0.2394654101608431,0.2521204056959712,1.0,0.0,1.0
2008-01-03,1447.1600341796875,22.489999771118164,23.42,24.52,24.26,0.037349933683802634,0.0,0.0,,-0.010685063792770788,0.18168065952506876,-0.035752777172086136,-0.09443325613753029,0.24466088826033772,0.2517505806559286,1.0,0.0,1.0
2008-01-04,1411.6300048828125,23.940000534057617,24.68,25.3,24.83,0.006265664020625438,0.0,0.0,,-0.049413811624336335,0.19121295709643119,-0.02182587398056035,-0.07732707149243478,0.2323690265133452,0.2515325591670911,1.0,0.0,1.0
2008-01-07,1416.1800537109375,23.790000915527344,24.12,24.81,24.45,0.013871373993290295,0.0,0.0,,-0.060477340332288354,0.18129416463119719,-0.056165202195917474,-0.07732707149243478,0.2557157191632604,0.2513145376782536,1.0,1.0,1.0
2008-01-08,1390.18994140625,25.43000030517578,25.54,25.9,25.35,-0.007471490276047182,1.0,1.0,0.007471490276047182,-0.07607704742144261,0.18922161808962928,-0.045849842770332994,-0.07732707149243478,0.2500454929181691,0.2510965161894162,1.0,0.0,1.0
2008-01-09,1409.1300048828125,24.1200008392334,24.89,25.78,24.76,-0.005389717888754882,1.0,0.0,,-0.07047016993022803,0.19519673391276707,-0.051251460442169106,-0.07732707149243478,0.24624544776313,0.2508784947005787,1.0,0.0,1.0
2008-01-10,1420.3299560546875,23.450000762939453,24.07,24.95,24.36,0.012366737337523553,0.0,0.0,,-0.038791369683159105,0.1809613634922761,-0.06268960012609859,-0.07732707149243478,0.24325702357395854,0.25066047321174123,1.0,0.0,1.0
2008-01-11,1401.02001953125,23.68000030517578,24.96,26.15,25.92,0.04054054001807474,0.0,0.0,,-0.05756122956328735,0.18291247963211632,-0.04417496808442789,-0.07466902030008826,0.24207845272199946,0.25044245172290375,1.0,0.0,1.0
2008-01-14,1416.25,22.899999618530273,23.36,25.1,25.07,0.07467249032686879,0.0,0.0,,-0.04848128709334942,0.18889290785821694,-0.047583417227493374,-0.07466902030008826,0.2399542489536933,0.25022443023406626,1.0,0.0,1.0
2008-01-15,1380.949951171875,23.34000015258789,24.04,25.24,25.1,0.045415595247220754,0.0,0.0,,-0.05926632575623392,0.2018710132323901,-0.00994966560715338,-0.05101557164478776,0.230836541690676,0.2500064087452288,1.0,0.0,1.0
2008-01-16,1373.199951171875,24.3799991607666,24.99,25.03,24.94,-0.002050861432368686,1.0,1.0,0.002050861432368686,-0.050280152164495995,0.19708959405728566,-0.017724997586506586,-0.0494260442027451,0.23462412676607594,0.24978838725639133,0.0,0.0,0.0
2008-01-17,1333.25,28.459999084472656,26.97,26.62,26.36,-0.021433591694414573,1.0,0.0,,-0.08366436796575871,0.21584273824049952,0.012555777411869418,-0.0494260442027451,0.21018467575097757,0.24957036576755384,0.0,0.0,0.0
2008-01-18,1325.18994140625,27.18000030517578,27.24,26.71,26.19,-0.03863134614461538,1.0,0.0,,-0.08796287583878182,0.2156191590908295,0.01780128806712189,-0.0494260442027451,0.20886928758697204,0.24876961527405145,0.0,0.0,0.0
2008-01-22,1310.5,31.010000228881836,27.73,26.38,25.77,-0.06320541714071039,1.0,0.0,,-0.1024710267769322,0.21376152937962972,0.03779475718952696,-0.0494260442027451,0.20557034063369706,0.24796886478054905,0.0,0.0,0.0
